data,valor,hora,origem,destino,tipo_transacao
2024-03-07,480.15,10:59:52,Banco C,Banco A,pessoal
2024-03-07,230.35,11:51:10,Banco C,Banco B,pessoal
2024-03-07,710.58,12:10:39,Banco D,Banco A,empresarial
2024-03-07,204.33,16:14:06,Banco C,Banco E,empresarial
2024-03-07,512.91,16:19:49,Banco E,Banco D,empresarial
2024-03-07,1076.06,16:23:21,Banco E,Banco D,empresarial
2024-03-07,488.31,16:30:31,Banco C,Banco B,empresarial
2024-03-07,26.26,16:44:06,Banco E,Banco B,empresarial
2024-03-07,137.01,17:02:35,Banco A,Banco C,empresarial
2024-03-07,131.0,17:24:21,Banco E,Banco D,pessoal
2024-03-07,116.12,17:52:45,Banco D,Banco E,pessoal
2024-03-07,6.18,22:32:44,Banco A,Banco E,empresarial
2024-03-07,50.47,23:16:15,Banco C,Banco E,empresarial
2024-03-08,433.85,01:10:40,Banco C,Banco D,pessoal
2024-03-08,267.47,07:57:50,Banco A,Banco B,pessoal
2024-03-08,296.49,09:05:30,Banco A,Banco C,pessoal
2024-03-08,2194.19,09:22:35,Banco D,Banco B,pessoal
2024-03-08,169.53,09:34:10,Banco B,Banco A,pessoal
2024-03-08,256.74,09:54:31,Banco D,Banco A,pessoal
2024-03-08,202.2,09:57:40,Banco E,Banco B,pessoal
2024-03-08,13.48,10:04:49,Banco B,Banco D,pessoal
2024-03-08,712.49,10:21:03,Banco A,Banco C,empresarial
2024-03-08,328.5,10:27:11,Banco C,Banco B,empresarial
2024-03-08,103.94,10:29:47,Banco D,Banco E,pessoal
2024-03-08,61.79,10:35:37,Banco B,Banco C,pessoal
2024-03-08,139.4,10:38:14,Banco A,Banco B,empresarial
2024-03-08,1068.93,10:40:35,Banco C,Banco E,empresarial
2024-03-08,1251.18,10:53:12,Banco E,Banco D,pessoal
2024-03-08,46.58,10:58:42,Banco B,Banco E,empresarial
2024-03-08,291.98,10:59:47,Banco C,Banco D,empresarial
2024-03-08,179.96,11:27:42,Banco B,Banco E,empresarial
2024-03-08,212.73,12:08:41,Banco D,Banco C,pessoal
2024-03-08,226.51,13:43:33,Banco E,Banco A,empresarial
2024-03-08,381.26,15:04:32,Banco B,Banco E,empresarial
2024-03-08,627.85,16:01:13,Banco D,Banco A,empresarial
2024-03-08,75.43,16:06:01,Banco A,Banco B,pessoal
2024-03-08,440.49,16:18:01,Banco B,Banco C,pessoal
2024-03-08,215.71,16:42:35,Banco B,Banco E,empresarial
2024-03-08,23.01,16:43:57,Banco D,Banco B,empresarial
2024-03-08,143.49,16:47:42,Banco C,Banco A,empresarial
2024-03-08,169.4,16:49:16,Banco C,Banco E,empresarial
2024-03-08,303.1,17:02:20,Banco B,Banco A,pessoal
2024-03-08,676.3,17:14:28,Banco E,Banco D,pessoal
2024-03-08,688.45,17:32:23,Banco A,Banco E,empresarial
2024-03-08,1404.77,17:33:08,Banco B,Banco D,empresarial
2024-03-08,646.76,17:42:48,Banco C,Banco D,pessoal
2024-03-08,348.58,17:56:10,Banco C,Banco B,pessoal
2024-03-08,279.87,19:53:52,Banco A,Banco E,empresarial
2024-03-08,753.65,19:57:45,Banco B,Banco C,empresarial
2024-03-08,1329.8,20:17:45,Banco D,Banco C,empresarial
2024-03-08,48.73,20:18:46,Banco B,Banco D,pessoal
2024-03-08,706.84,21:14:55,Banco E,Banco D,empresarial
2024-03-08,98.43,22:24:49,Banco A,Banco E,pessoal
2024-03-09,186.13,00:24:46,Banco D,Banco B,empresarial
2024-03-09,370.27,01:30:45,Banco A,Banco D,empresarial
2024-03-09,977.13,01:59:37,Banco E,Banco B,empresarial
2024-03-09,62.19,02:14:41,Banco B,Banco C,pessoal
2024-03-09,381.7,07:19:28,Banco E,Banco C,empresarial
2024-03-09,17.32,07:48:18,Banco D,Banco C,pessoal
2024-03-09,1848.69,09:00:21,Banco E,Banco D,empresarial
2024-03-09,65.82,09:19:44,Banco D,Banco B,pessoal
2024-03-09,922.37,09:19:48,Banco E,Banco B,empresarial
2024-03-09,214.56,09:34:21,Banco B,Banco D,pessoal
2024-03-09,36.59,09:36:00,Banco E,Banco B,empresarial
2024-03-09,332.19,09:39:37,Banco A,Banco E,empresarial
2024-03-09,1035.19,10:37:09,Banco C,Banco D,empresarial
2024-03-09,74.22,10:51:06,Banco B,Banco A,empresarial
2024-03-09,145.14,10:52:44,Banco C,Banco D,empresarial
2024-03-09,141.05,10:52:49,Banco E,Banco B,empresarial
2024-03-09,295.19,11:09:55,Banco C,Banco A,empresarial
2024-03-09,918.48,13:38:16,Banco E,Banco C,empresarial
2024-03-09,1410.99,16:09:54,Banco E,Banco D,pessoal
2024-03-09,499.87,16:11:59,Banco A,Banco D,empresarial
2024-03-09,808.16,16:26:07,Banco A,Banco D,pessoal
2024-03-09,309.4,16:38:10,Banco B,Banco C,empresarial
2024-03-09,86.5,17:07:06,Banco D,Banco E,pessoal
2024-03-09,57.33,17:29:32,Banco D,Banco E,pessoal
2024-03-09,4.0,17:59:26,Banco B,Banco A,pessoal
2024-03-09,411.85,18:25:29,Banco A,Banco E,empresarial
2024-03-09,490.2,18:32:52,Banco B,Banco D,pessoal
2024-03-09,222.39,18:32:58,Banco B,Banco D,pessoal
2024-03-09,53.66,21:17:34,Banco A,Banco B,empresarial
2024-03-09,303.45,21:32:07,Banco B,Banco D,empresarial
2024-03-09,76.11,22:57:32,Banco E,Banco B,pessoal
2024-03-10,145.36,03:55:26,Banco A,Banco E,pessoal
2024-03-10,325.83,09:35:06,Banco A,Banco C,empresarial
2024-03-10,968.36,09:43:22,Banco A,Banco E,pessoal
2024-03-10,1225.11,10:04:14,Banco E,Banco B,pessoal
2024-03-10,226.6,10:10:00,Banco D,Banco A,pessoal
2024-03-10,849.14,10:12:21,Banco E,Banco C,empresarial
2024-03-10,319.04,10:30:55,Banco B,Banco C,empresarial
2024-03-10,30.34,10:32:51,Banco A,Banco C,empresarial
2024-03-10,5.32,10:41:35,Banco B,Banco A,pessoal
2024-03-10,185.97,10:42:03,Banco E,Banco C,pessoal
2024-03-10,152.73,10:59:25,Banco A,Banco B,pessoal
2024-03-10,79.26,11:56:54,Banco C,Banco E,pessoal
2024-03-10,60.4,12:24:30,Banco E,Banco C,pessoal
2024-03-10,33.8,12:35:55,Banco C,Banco D,empresarial
2024-03-10,242.46,14:35:04,Banco C,Banco A,empresarial
2024-03-10,1163.51,15:43:46,Banco D,Banco C,empresarial
2024-03-10,439.57,16:07:34,Banco C,Banco B,pessoal
2024-03-10,906.44,16:08:29,Banco B,Banco A,pessoal
2024-03-10,372.94,16:09:46,Banco B,Banco D,pessoal
2024-03-10,625.5,16:33:03,Banco B,Banco D,pessoal
2024-03-10,1683.19,16:45:43,Banco D,Banco B,pessoal
2024-03-10,967.9,16:47:59,Banco C,Banco E,empresarial
2024-03-10,410.33,16:59:57,Banco E,Banco C,pessoal
2024-03-10,1305.07,17:17:19,Banco B,Banco A,pessoal
2024-03-10,179.62,17:21:19,Banco A,Banco D,pessoal
2024-03-10,1150.46,17:31:55,Banco C,Banco D,empresarial
2024-03-10,7.28,17:41:30,Banco C,Banco E,pessoal
2024-03-10,1285.55,17:42:01,Banco D,Banco B,empresarial
2024-03-10,8.76,17:42:53,Banco A,Banco B,empresarial
2024-03-10,596.54,17:44:58,Banco D,Banco C,pessoal
2024-03-10,778.71,17:49:52,Banco D,Banco E,pessoal
2024-03-10,203.09,20:34:27,Banco B,Banco D,pessoal
2024-03-10,946.64,20:43:43,Banco A,Banco C,pessoal
2024-03-10,309.51,21:14:05,Banco D,Banco C,pessoal
2024-03-10,645.84,23:00:16,Banco C,Banco B,empresarial
2024-03-11,563.96,00:39:56,Banco E,Banco D,empresarial
2024-03-11,563.67,05:01:12,Banco B,Banco E,empresarial
2024-03-11,128.09,06:35:04,Banco D,Banco C,pessoal
2024-03-11,52.27,07:59:11,Banco A,Banco D,empresarial
2024-03-11,330.08,09:06:39,Banco B,Banco A,empresarial
2024-03-11,214.75,09:38:02,Banco E,Banco C,pessoal
2024-03-11,371.86,09:38:27,Banco C,Banco E,pessoal
2024-03-11,58.46,09:46:31,Banco C,Banco B,empresarial
2024-03-11,1021.37,10:41:26,Banco B,Banco A,empresarial
2024-03-11,58.31,10:52:03,Banco D,Banco E,pessoal
2024-03-11,691.95,16:44:40,Banco E,Banco C,empresarial
2024-03-11,11.71,17:44:10,Banco B,Banco A,pessoal
2024-03-11,1.7,17:53:08,Banco A,Banco C,empresarial
2024-03-11,327.48,17:56:02,Banco D,Banco A,empresarial
2024-03-11,1968.53,20:15:08,Banco C,Banco E,empresarial
2024-03-11,134.1,20:30:11,Banco A,Banco B,pessoal
2024-03-11,1023.35,21:21:26,Banco A,Banco B,pessoal
2024-03-11,1290.67,21:22:49,Banco B,Banco D,pessoal
2024-03-11,1028.39,22:02:03,Banco C,Banco A,empresarial
2024-03-11,637.58,22:11:10,Banco A,Banco D,empresarial
2024-03-11,122.56,23:37:05,Banco D,Banco B,empresarial
2024-03-12,444.18,00:37:48,Banco D,Banco E,empresarial
2024-03-12,166.43,00:44:29,Banco C,Banco D,pessoal
2024-03-12,11.22,01:53:53,Banco C,Banco B,empresarial
2024-03-12,984.89,02:05:59,Banco E,Banco D,pessoal
2024-03-12,1175.61,03:17:26,Banco C,Banco A,pessoal
2024-03-12,825.36,03:41:03,Banco B,Banco D,empresarial
2024-03-12,7.52,03:47:33,Banco D,Banco E,pessoal
2024-03-12,375.08,06:14:59,Banco A,Banco D,empresarial
2024-03-12,175.57,06:15:17,Banco C,Banco D,pessoal
2024-03-12,2143.24,08:46:32,Banco A,Banco C,pessoal
2024-03-12,476.57,09:11:17,Banco B,Banco C,empresarial
2024-03-12,734.72,09:25:26,Banco E,Banco D,empresarial
2024-03-12,216.59,09:51:00,Banco E,Banco C,empresarial
2024-03-12,130.73,10:21:30,Banco A,Banco C,pessoal
2024-03-12,269.36,10:27:31,Banco A,Banco D,empresarial
2024-03-12,366.22,10:54:29,Banco D,Banco C,pessoal
2024-03-12,185.79,12:16:07,Banco E,Banco B,empresarial
2024-03-12,63.81,12:55:34,Banco C,Banco E,empresarial
2024-03-12,31.13,15:58:27,Banco C,Banco A,empresarial
2024-03-12,386.93,15:59:53,Banco C,Banco A,pessoal
2024-03-12,1373.7,16:18:56,Banco C,Banco B,empresarial
2024-03-12,189.75,16:47:01,Banco D,Banco E,pessoal
2024-03-12,482.15,16:54:28,Banco B,Banco D,pessoal
2024-03-12,1277.88,17:00:42,Banco B,Banco C,pessoal
2024-03-12,222.16,17:28:08,Banco B,Banco E,empresarial
2024-03-12,66.29,17:49:57,Banco A,Banco D,pessoal
2024-03-12,210.09,19:31:22,Banco C,Banco D,empresarial
2024-03-12,190.55,20:56:40,Banco C,Banco E,empresarial
2024-03-12,417.87,21:56:03,Banco C,Banco B,empresarial
2024-03-12,201.26,21:58:00,Banco B,Banco D,pessoal
2024-03-12,121.39,22:54:07,Banco E,Banco C,empresarial
2024-03-13,1283.43,00:16:30,Banco D,Banco B,pessoal
2024-03-13,194.69,02:01:26,Banco B,Banco C,empresarial
2024-03-13,76.73,04:22:43,Banco D,Banco A,pessoal
2024-03-13,211.82,05:19:51,Banco E,Banco C,pessoal
2024-03-13,194.51,07:22:42,Banco E,Banco A,empresarial
2024-03-13,1300.77,08:32:23,Banco C,Banco B,pessoal
2024-03-13,313.06,09:09:31,Banco A,Banco B,empresarial
2024-03-13,105.11,09:17:42,Banco D,Banco C,empresarial
2024-03-13,481.43,09:33:57,Banco E,Banco B,pessoal
2024-03-13,108.99,10:11:04,Banco E,Banco C,pessoal
2024-03-13,254.7,10:13:05,Banco A,Banco B,empresarial
2024-03-13,992.45,10:16:14,Banco A,Banco C,empresarial
2024-03-13,530.35,10:31:39,Banco C,Banco D,pessoal
2024-03-13,1041.62,10:33:06,Banco A,Banco C,pessoal
2024-03-13,466.75,10:40:46,Banco B,Banco D,pessoal
2024-03-13,136.13,11:02:43,Banco A,Banco C,empresarial
2024-03-13,1199.67,12:39:10,Banco C,Banco E,empresarial
2024-03-13,2357.95,13:29:28,Banco A,Banco E,empresarial
2024-03-13,136.61,13:56:30,Banco A,Banco D,pessoal
2024-03-13,73.04,16:18:32,Banco D,Banco A,pessoal
2024-03-13,41.95,16:51:04,Banco D,Banco B,empresarial
2024-03-13,320.17,16:53:21,Banco A,Banco C,empresarial
2024-03-13,242.03,17:58:32,Banco D,Banco C,empresarial
2024-03-13,206.36,18:24:21,Banco B,Banco E,empresarial
2024-03-13,97.49,18:31:53,Banco E,Banco A,empresarial
2024-03-13,1106.56,18:45:21,Banco D,Banco A,pessoal
2024-03-13,1116.63,19:07:55,Banco B,Banco D,empresarial
2024-03-13,1253.18,20:23:55,Banco D,Banco C,empresarial
2024-03-13,472.12,20:55:58,Banco D,Banco B,empresarial
2024-03-13,57.97,23:03:11,Banco C,Banco B,pessoal
2024-03-14,195.0,00:09:41,Banco D,Banco B,empresarial
2024-03-14,1195.32,01:53:30,Banco C,Banco A,empresarial
2024-03-14,112.83,02:42:49,Banco C,Banco D,empresarial
2024-03-14,1021.43,04:30:39,Banco A,Banco B,pessoal
2024-03-14,793.62,09:44:06,Banco D,Banco C,empresarial
2024-03-14,1213.65,09:51:06,Banco B,Banco D,pessoal
2024-03-14,106.01,10:00:51,Banco C,Banco B,empresarial
2024-03-14,29.66,10:17:45,Banco E,Banco A,pessoal
2024-03-14,310.7,10:18:50,Banco A,Banco B,empresarial
2024-03-14,560.63,10:33:33,Banco B,Banco A,pessoal
2024-03-14,33.15,10:40:41,Banco A,Banco D,pessoal
2024-03-14,381.84,10:53:59,Banco E,Banco A,empresarial
2024-03-14,98.54,16:11:10,Banco A,Banco C,pessoal
2024-03-14,734.13,16:35:42,Banco D,Banco A,empresarial
2024-03-14,773.72,16:50:16,Banco D,Banco C,pessoal
2024-03-14,76.57,16:52:42,Banco C,Banco E,empresarial
2024-03-14,449.67,17:06:47,Banco A,Banco B,pessoal
2024-03-14,767.21,17:27:41,Banco C,Banco E,empresarial
2024-03-14,535.19,17:36:47,Banco A,Banco D,empresarial
2024-03-14,382.39,17:41:47,Banco D,Banco E,pessoal
2024-03-14,646.01,17:42:52,Banco A,Banco E,empresarial
2024-03-14,2436.18,17:54:09,Banco D,Banco C,pessoal
2024-03-14,338.35,21:42:19,Banco A,Banco C,empresarial
2024-03-14,1390.46,22:15:47,Banco D,Banco E,empresarial
2024-03-14,544.93,23:22:17,Banco A,Banco C,empresarial
2024-03-15,302.43,00:18:38,Banco B,Banco C,empresarial
2024-03-15,477.33,01:16:16,Banco D,Banco C,pessoal
2024-03-15,937.68,01:54:14,Banco D,Banco E,pessoal
2024-03-15,172.83,06:40:41,Banco B,Banco C,pessoal
2024-03-15,44.86,09:43:49,Banco E,Banco A,pessoal
2024-03-15,204.71,09:46:26,Banco D,Banco C,empresarial
2024-03-15,1135.43,09:46:37,Banco D,Banco E,empresarial
2024-03-15,582.67,10:13:21,Banco C,Banco B,pessoal
2024-03-15,116.81,10:18:47,Banco B,Banco E,empresarial
2024-03-15,188.56,10:22:25,Banco E,Banco D,pessoal
2024-03-15,988.15,10:50:25,Banco E,Banco C,empresarial
2024-03-15,1003.12,10:53:48,Banco C,Banco A,empresarial
2024-03-15,1999.03,15:39:03,Banco C,Banco B,empresarial
2024-03-15,104.99,16:08:03,Banco A,Banco E,pessoal
2024-03-15,150.29,16:10:48,Banco C,Banco E,pessoal
2024-03-15,1158.8,16:13:16,Banco C,Banco D,pessoal
2024-03-15,33.22,16:14:08,Banco E,Banco B,pessoal
2024-03-15,114.91,16:41:22,Banco D,Banco C,empresarial
2024-03-15,379.36,16:47:47,Banco C,Banco A,pessoal
2024-03-15,1334.71,16:58:01,Banco C,Banco A,empresarial
2024-03-15,974.87,17:00:43,Banco E,Banco A,pessoal
2024-03-15,113.59,17:22:14,Banco C,Banco A,pessoal
2024-03-15,434.55,17:23:19,Banco E,Banco B,empresarial
2024-03-15,34.5,17:35:45,Banco D,Banco A,pessoal
2024-03-15,885.98,17:36:56,Banco A,Banco D,empresarial
2024-03-15,261.95,17:50:36,Banco B,Banco A,empresarial
2024-03-15,113.55,17:57:17,Banco D,Banco C,pessoal
2024-03-15,168.34,22:31:44,Banco C,Banco B,pessoal
2024-03-15,854.93,23:49:02,Banco A,Banco B,pessoal
2024-03-16,130.93,01:41:00,Banco B,Banco A,empresarial
2024-03-16,835.14,02:42:48,Banco B,Banco C,empresarial
2024-03-16,164.0,04:17:36,Banco E,Banco C,pessoal
2024-03-16,530.0,09:10:47,Banco C,Banco B,pessoal
2024-03-16,355.82,09:12:29,Banco B,Banco E,empresarial
2024-03-16,45.19,09:39:16,Banco E,Banco C,pessoal
2024-03-16,253.72,09:48:46,Banco A,Banco C,empresarial
2024-03-16,169.94,10:10:32,Banco A,Banco D,pessoal
2024-03-16,78.91,10:12:15,Banco B,Banco C,pessoal
2024-03-16,93.23,10:36:23,Banco A,Banco C,empresarial
2024-03-16,582.42,10:43:16,Banco E,Banco B,pessoal
2024-03-16,489.86,10:49:15,Banco D,Banco B,empresarial
2024-03-16,1542.37,10:55:15,Banco C,Banco D,pessoal
2024-03-16,227.13,12:58:03,Banco D,Banco B,pessoal
2024-03-16,2158.59,14:15:53,Banco D,Banco A,empresarial
2024-03-16,20.71,14:34:02,Banco C,Banco B,empresarial
2024-03-16,9.68,16:23:53,Banco B,Banco E,pessoal
2024-03-16,1080.95,16:37:09,Banco E,Banco B,pessoal
2024-03-16,395.31,16:39:03,Banco E,Banco D,pessoal
2024-03-16,172.94,17:09:08,Banco B,Banco C,pessoal
2024-03-16,219.18,17:13:30,Banco D,Banco C,empresarial
2024-03-16,388.94,17:20:52,Banco B,Banco A,pessoal
2024-03-16,438.07,17:47:23,Banco B,Banco E,pessoal
2024-03-16,169.87,17:55:58,Banco B,Banco A,empresarial
2024-03-16,294.65,18:42:57,Banco E,Banco C,empresarial
2024-03-16,1049.61,19:05:49,Banco E,Banco D,pessoal
2024-03-16,292.37,20:35:29,Banco D,Banco B,empresarial
2024-03-16,370.73,21:39:36,Banco A,Banco B,empresarial
2024-03-16,416.19,22:41:04,Banco A,Banco B,empresarial
2024-03-16,398.94,23:03:30,Banco D,Banco B,pessoal
2024-03-17,462.83,01:16:23,Banco D,Banco B,empresarial
2024-03-17,1326.01,01:34:31,Banco E,Banco D,pessoal
2024-03-17,313.76,02:29:10,Banco B,Banco A,empresarial
2024-03-17,405.37,03:58:31,Banco D,Banco A,empresarial
2024-03-17,338.65,09:17:22,Banco D,Banco A,pessoal
2024-03-17,22.77,09:47:18,Banco D,Banco C,pessoal
2024-03-17,432.93,10:13:30,Banco D,Banco A,pessoal
2024-03-17,1049.8,10:14:07,Banco A,Banco C,pessoal
2024-03-17,341.32,10:50:10,Banco B,Banco D,empresarial
2024-03-17,521.89,11:38:26,Banco E,Banco D,pessoal
2024-03-17,639.5,11:48:47,Banco A,Banco E,empresarial
2024-03-17,713.13,13:29:38,Banco A,Banco E,empresarial
2024-03-17,303.2,15:41:06,Banco E,Banco C,empresarial
2024-03-17,465.07,16:25:44,Banco E,Banco A,pessoal
2024-03-17,467.61,16:43:37,Banco E,Banco D,pessoal
2024-03-17,1128.62,16:44:40,Banco A,Banco E,empresarial
2024-03-17,381.58,16:49:20,Banco C,Banco B,pessoal
2024-03-17,1409.69,16:53:22,Banco D,Banco C,empresarial
2024-03-17,285.43,16:55:39,Banco E,Banco A,empresarial
2024-03-17,18.59,17:09:13,Banco D,Banco E,pessoal
2024-03-17,172.31,17:13:21,Banco E,Banco C,pessoal
2024-03-17,40.33,17:37:50,Banco D,Banco E,pessoal
2024-03-17,32.13,18:25:29,Banco D,Banco B,pessoal
2024-03-17,709.09,20:45:33,Banco B,Banco C,pessoal
2024-03-17,96.15,21:15:44,Banco B,Banco C,pessoal
2024-03-17,40.92,21:38:01,Banco B,Banco D,pessoal
2024-03-17,330.35,21:53:17,Banco C,Banco E,empresarial
2024-03-17,276.38,22:54:00,Banco D,Banco E,empresarial
2024-03-17,1066.16,23:39:08,Banco E,Banco C,pessoal
2024-03-18,433.32,00:43:29,Banco C,Banco A,pessoal
2024-03-18,941.84,03:02:34,Banco A,Banco D,empresarial
2024-03-18,68.67,03:34:54,Banco E,Banco B,empresarial
2024-03-18,1922.84,03:53:18,Banco A,Banco E,pessoal
2024-03-18,274.51,05:57:59,Banco B,Banco A,empresarial
2024-03-18,126.13,07:48:07,Banco E,Banco D,empresarial
2024-03-18,1569.1,09:08:47,Banco A,Banco D,pessoal
2024-03-18,200.75,09:34:00,Banco C,Banco A,pessoal
2024-03-18,446.18,09:35:25,Banco D,Banco A,pessoal
2024-03-18,484.17,09:43:19,Banco E,Banco D,pessoal
2024-03-18,876.97,10:19:53,Banco D,Banco C,pessoal
2024-03-18,37.67,10:46:24,Banco C,Banco B,pessoal
2024-03-18,186.64,11:49:07,Banco E,Banco B,empresarial
2024-03-18,608.19,13:33:54,Banco D,Banco C,pessoal
2024-03-18,38.09,14:30:03,Banco D,Banco B,empresarial
2024-03-18,70.65,16:06:49,Banco B,Banco D,empresarial
2024-03-18,45.04,16:38:54,Banco C,Banco B,pessoal
2024-03-18,65.35,16:59:58,Banco B,Banco E,pessoal
2024-03-18,294.8,17:18:01,Banco B,Banco E,pessoal
2024-03-18,926.71,17:23:44,Banco E,Banco A,pessoal
2024-03-18,107.24,17:45:53,Banco A,Banco E,pessoal
2024-03-18,393.06,17:46:52,Banco B,Banco D,pessoal
2024-03-18,138.42,17:55:55,Banco C,Banco D,empresarial
2024-03-18,1222.71,17:56:40,Banco D,Banco E,pessoal
2024-03-18,205.58,19:33:35,Banco C,Banco E,empresarial
2024-03-19,340.89,00:24:25,Banco C,Banco A,pessoal
2024-03-19,1018.85,03:10:53,Banco B,Banco C,pessoal
2024-03-19,284.89,07:23:36,Banco A,Banco D,empresarial
2024-03-19,1197.15,09:17:09,Banco C,Banco D,empresarial
2024-03-19,330.73,09:29:22,Banco E,Banco B,pessoal
2024-03-19,130.25,09:32:08,Banco A,Banco D,pessoal
2024-03-19,495.19,09:33:32,Banco A,Banco C,empresarial
2024-03-19,101.48,09:48:00,Banco D,Banco A,empresarial
2024-03-19,300.82,09:50:37,Banco B,Banco C,pessoal
2024-03-19,406.21,10:14:18,Banco C,Banco B,pessoal
2024-03-19,52.15,10:25:25,Banco A,Banco C,pessoal
2024-03-19,1167.31,10:31:39,Banco E,Banco C,pessoal
2024-03-19,286.08,10:48:06,Banco B,Banco C,pessoal
2024-03-19,741.81,10:50:29,Banco B,Banco D,pessoal
2024-03-19,1649.98,11:31:31,Banco D,Banco E,pessoal
2024-03-19,505.74,12:46:01,Banco E,Banco B,empresarial
2024-03-19,637.08,14:57:52,Banco E,Banco C,empresarial
2024-03-19,6.23,16:09:04,Banco B,Banco A,empresarial
2024-03-19,304.15,16:12:44,Banco A,Banco B,pessoal
2024-03-19,347.74,16:17:40,Banco E,Banco D,pessoal
2024-03-19,202.98,16:47:59,Banco B,Banco D,empresarial
2024-03-19,167.65,17:20:58,Banco B,Banco E,pessoal
2024-03-19,600.09,17:22:12,Banco B,Banco C,pessoal
2024-03-19,83.52,17:36:33,Banco E,Banco C,pessoal
2024-03-19,20.6,17:45:34,Banco C,Banco A,pessoal
2024-03-19,1451.46,17:53:54,Banco E,Banco B,empresarial
2024-03-19,388.09,19:00:02,Banco C,Banco E,empresarial
2024-03-19,358.97,19:02:41,Banco B,Banco E,pessoal
2024-03-19,189.1,19:26:29,Banco A,Banco D,empresarial
2024-03-19,3.51,22:10:59,Banco E,Banco B,pessoal
2024-03-19,444.29,22:51:51,Banco D,Banco E,pessoal
2024-03-20,961.89,01:22:55,Banco E,Banco C,pessoal
2024-03-20,306.11,02:56:16,Banco B,Banco D,pessoal
2024-03-20,6.91,04:24:23,Banco B,Banco E,empresarial
2024-03-20,288.87,05:40:32,Banco E,Banco C,pessoal
2024-03-20,78.84,07:53:09,Banco A,Banco D,pessoal
2024-03-20,931.5,09:05:32,Banco C,Banco B,pessoal
2024-03-20,427.19,09:06:42,Banco E,Banco C,empresarial
2024-03-20,1013.25,09:10:55,Banco A,Banco B,pessoal
2024-03-20,370.96,09:50:23,Banco C,Banco B,pessoal
2024-03-20,90.94,10:06:33,Banco E,Banco C,pessoal
2024-03-20,521.77,10:22:45,Banco B,Banco A,empresarial
2024-03-20,656.26,10:25:53,Banco C,Banco D,empresarial
2024-03-20,552.33,10:29:20,Banco A,Banco D,pessoal
2024-03-20,283.08,10:33:48,Banco E,Banco C,empresarial
2024-03-20,930.2,14:39:16,Banco C,Banco A,pessoal
2024-03-20,760.23,16:01:36,Banco E,Banco D,pessoal
2024-03-20,1385.61,16:07:02,Banco C,Banco B,empresarial
2024-03-20,929.02,16:14:22,Banco D,Banco E,pessoal
2024-03-20,34.38,16:25:39,Banco C,Banco D,empresarial
2024-03-20,295.13,16:26:15,Banco A,Banco C,empresarial
2024-03-20,998.29,16:26:34,Banco B,Banco E,pessoal
2024-03-20,890.67,16:51:19,Banco B,Banco D,empresarial
2024-03-20,306.76,16:52:08,Banco E,Banco D,empresarial
2024-03-20,110.69,17:08:32,Banco C,Banco A,empresarial
2024-03-20,342.3,17:25:41,Banco A,Banco C,pessoal
2024-03-20,3036.6,18:26:59,Banco A,Banco E,pessoal
2024-03-20,859.33,18:28:40,Banco C,Banco A,empresarial
2024-03-20,59.14,19:52:18,Banco B,Banco D,empresarial
2024-03-20,199.53,22:54:51,Banco E,Banco B,pessoal
2024-03-21,557.02,00:41:22,Banco C,Banco A,empresarial
2024-03-21,2728.59,04:04:19,Banco C,Banco A,pessoal
2024-03-21,20.93,05:22:12,Banco A,Banco E,pessoal
2024-03-21,190.34,05:24:18,Banco E,Banco B,empresarial
2024-03-21,60.62,07:04:29,Banco C,Banco D,empresarial
2024-03-21,635.4,08:19:01,Banco C,Banco A,pessoal
2024-03-21,98.03,09:03:38,Banco B,Banco A,pessoal
2024-03-21,355.01,09:04:23,Banco A,Banco E,empresarial
2024-03-21,1851.91,09:10:13,Banco B,Banco D,pessoal
2024-03-21,31.75,09:31:28,Banco C,Banco B,pessoal
2024-03-21,1518.82,09:36:14,Banco B,Banco C,empresarial
2024-03-21,412.28,09:46:00,Banco D,Banco C,empresarial
2024-03-21,638.51,10:07:50,Banco C,Banco A,pessoal
2024-03-21,16.39,10:18:59,Banco E,Banco C,pessoal
2024-03-21,417.35,12:12:58,Banco E,Banco B,empresarial
2024-03-21,31.93,14:59:53,Banco E,Banco B,empresarial
2024-03-21,714.44,16:06:25,Banco E,Banco B,empresarial
2024-03-21,8.58,16:16:08,Banco B,Banco C,empresarial
2024-03-21,187.08,16:21:29,Banco A,Banco E,empresarial
2024-03-21,1018.21,16:27:03,Banco B,Banco C,empresarial
2024-03-21,753.65,16:43:14,Banco B,Banco D,pessoal
2024-03-21,1493.1,17:09:55,Banco A,Banco B,pessoal
2024-03-21,1925.31,17:14:31,Banco C,Banco E,empresarial
2024-03-21,772.28,17:29:39,Banco C,Banco A,pessoal
2024-03-21,85.85,17:36:26,Banco A,Banco E,empresarial
2024-03-21,521.5,17:58:38,Banco D,Banco A,empresarial
2024-03-21,99.5,23:20:29,Banco C,Banco D,empresarial
2024-03-22,1304.26,00:06:09,Banco D,Banco C,empresarial
2024-03-22,263.8,01:06:46,Banco D,Banco B,pessoal
2024-03-22,280.16,02:45:07,Banco C,Banco B,empresarial
2024-03-22,759.33,04:26:33,Banco C,Banco A,pessoal
2024-03-22,555.79,05:02:04,Banco A,Banco D,empresarial
2024-03-22,289.16,05:15:23,Banco C,Banco D,empresarial
2024-03-22,168.07,05:28:05,Banco A,Banco E,empresarial
2024-03-22,396.98,05:57:56,Banco B,Banco D,pessoal
